,date,home_team,away_team,home_team_continent,away_team_continent,home_score,away_score,tournament,city,country,shoot_out,winning_team,losing_team,goals
190,1996-06-02,Togo,Senegal,Africa,Africa,2.0,1.0,FIFA World Cup qualification,Lomé,Togo,No,Togo,Senegal,3.0
191,1996-06-02,Uruguay,Paraguay,South America,South America,0.0,2.0,FIFA World Cup qualification,Montevideo,Uruguay,No,Paraguay,Uruguay,2.0
192,1996-06-02,Venezuela,Chile,South America,South America,1.0,1.0,FIFA World Cup qualification,Barinas,Venezuela,No,Draw,Draw,2.0
193,1996-06-08,Tanzania,Ghana,Africa,Africa,0.0,0.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,No,Draw,Draw,0.0
194,1996-06-09,Panama,Belize,North America,North America,4.0,1.0,FIFA World Cup qualification,Panama City,Panama,No,Panama,Belize,5.0
195,1996-06-10,Cuba,Haiti,North America,North America,6.0,1.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,No,Cuba,Haiti,7.0
196,1996-06-14,Algeria,Kenya,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Algiers,Algeria,No,Algeria,Kenya,1.0
197,1996-06-15,Dominican Republic,Trinidad and Tobago,North America,South America,1.0,4.0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,No,Trinidad and Tobago,Dominican Republic,5.0
198,1996-06-15,Senegal,Togo,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Dakar,Senegal,No,Draw,Draw,2.0
199,1996-06-15,South Africa,Malawi,Africa,Africa,3.0,0.0,FIFA World Cup qualification,Johannesburg,South Africa,No,South Africa,Malawi,3.0
200,1996-06-16,Angola,Uganda,Africa,Africa,3.0,1.0,FIFA World Cup qualification,Luanda,Angola,No,Angola,Uganda,4.0
201,1996-06-16,Burkina Faso,Mauritania,Africa,Africa,2.0,0.0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,No,Burkina Faso,Mauritania,2.0
202,1996-06-16,Gabon,Eswatini,Africa,Africa,2.0,0.0,FIFA World Cup qualification,Libreville,Gabon,No,Gabon,Eswatini,2.0
203,1996-06-16,Guinea,Guinea-Bissau,Africa,Africa,3.0,1.0,FIFA World Cup qualification,Conakry,Guinea,No,Guinea,Guinea-Bissau,4.0
204,1996-06-16,Côte d'Ivoire,Congo,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Abidjan,Côte d'Ivoire,No,Draw,Draw,2.0
205,1996-06-16,Mozambique,Namibia,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Maputo,Mozambique,No,Draw,Draw,2.0
206,1996-06-16,Sierra Leone,Burundi,Africa,Africa,0.0,1.0,FIFA World Cup qualification,Freetown,Sierra Leone,No,Burundi,Sierra Leone,1.0
207,1996-06-16,Tunisia,Rwanda,Africa,Africa,2.0,0.0,FIFA World Cup qualification,Tunis,Tunisia,No,Tunisia,Rwanda,2.0
208,1996-06-16,Zambia,Sudan,Africa,Africa,3.0,0.0,FIFA World Cup qualification,Lusaka,Zambia,No,Zambia,Sudan,3.0
209,1996-06-16,Zimbabwe,Madagascar,Africa,Africa,2.0,2.0,FIFA World Cup qualification,Harare,Zimbabwe,No,Draw,Draw,4.0
210,1996-06-17,Ghana,Tanzania,Africa,Africa,2.0,1.0,FIFA World Cup qualification,Kumasi,Ghana,No,Ghana,Tanzania,3.0
211,1996-06-23,Barbados,Jamaica,North America,North America,0.0,1.0,FIFA World Cup qualification,Bridgetown,Barbados,No,Jamaica,Barbados,1.0
212,1996-06-23,Liberia,Gambia,Africa,Africa,4.0,0.0,FIFA World Cup qualification,Accra,Ghana,No,Liberia,Gambia,4.0
213,1996-06-23,St. Kitts and Nevis,St. Vincent and the Grenadines,North America,North America,2.0,2.0,FIFA World Cup qualification,Basseterre,St. Kitts and Nevis,No,Draw,Draw,4.0
214,1996-06-23,Trinidad and Tobago,Dominican Republic,South America,North America,8.0,0.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,No,Trinidad and Tobago,Dominican Republic,8.0
215,1996-06-30,Haiti,Cuba,North America,North America,1.0,1.0,FIFA World Cup qualification,Cap-Haïtien,Haiti,No,Draw,Draw,2.0
216,1996-06-30,Jamaica,Barbados,North America,North America,2.0,0.0,FIFA World Cup qualification,Kingston,Jamaica,No,Jamaica,Barbados,2.0
217,1996-06-30,St. Vincent and the Grenadines,St. Kitts and Nevis,North America,North America,0.0,0.0,FIFA World Cup qualification,Kingstown,St. Vincent and the Grenadines,No,Draw,Draw,0.0
218,1996-07-06,Chile,Ecuador,South America,South America,4.0,1.0,FIFA World Cup qualification,Santiago,Chile,No,Chile,Ecuador,5.0
219,1996-07-07,Bolivia,Venezuela,South America,South America,6.0,1.0,FIFA World Cup qualification,La Paz,Bolivia,No,Bolivia,Venezuela,7.0
220,1996-07-07,Colombia,Uruguay,South America,South America,3.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,No,Colombia,Uruguay,4.0
221,1996-07-07,Peru,Argentina,South America,South America,0.0,0.0,FIFA World Cup qualification,Lima,Peru,No,Draw,Draw,0.0
222,1996-08-30,Canada,Panama,North America,North America,3.0,1.0,FIFA World Cup qualification,Edmonton,Canada,No,Canada,Panama,4.0
223,1996-08-31,Armenia,Portugal,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Yerevan,Armenia,No,Draw,Draw,0.0
224,1996-08-31,Austria,Scotland,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Vienna,Austria,No,Draw,Draw,0.0
225,1996-08-31,Azerbaijan,Switzerland,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Baku,Azerbaijan,No,Azerbaijan,Switzerland,1.0
226,1996-08-31,Belarus,Estonia,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Minsk,Belarus,No,Belarus,Estonia,1.0
227,1996-08-31,Belgium,Turkey,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Brussels,Belgium,No,Belgium,Turkey,3.0
228,1996-08-31,Faroe Islands,Slovakia,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Toftir,Faroe Islands,No,Slovakia,Faroe Islands,3.0
229,1996-08-31,Liechtenstein,Republic of Ireland,Europe,Europe,0.0,5.0,FIFA World Cup qualification,Eschen,Liechtenstein,No,Republic of Ireland,Liechtenstein,5.0
230,1996-08-31,Northern Ireland,Ukraine,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Belfast,Northern Ireland,No,Ukraine,Northern Ireland,1.0
231,1996-08-31,Romania,Lithuania,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Bucharest,Romania,No,Romania,Lithuania,3.0
232,1996-08-31,Wales,San Marino,Europe,Europe,6.0,0.0,FIFA World Cup qualification,Cardiff,Wales,No,Wales,San Marino,6.0
233,1996-09-01,Argentina,Paraguay,South America,South America,1.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,No,Draw,Draw,2.0
234,1996-09-01,Bolivia,Peru,South America,South America,0.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,No,Draw,Draw,0.0
235,1996-09-01,Colombia,Chile,South America,South America,4.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,No,Colombia,Chile,5.0
236,1996-09-01,Ecuador,Venezuela,South America,South America,1.0,0.0,FIFA World Cup qualification,Quito,Ecuador,No,Ecuador,Venezuela,1.0
237,1996-09-01,Greece,Bosnia and Herzegovina,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Kalamáta,Greece,No,Greece,Bosnia and Herzegovina,3.0
238,1996-09-01,Hungary,Finland,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Budapest,Hungary,No,Hungary,Finland,1.0
239,1996-09-01,Israel,Bulgaria,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Ramat-Gan,Israel,No,Israel,Bulgaria,3.0
240,1996-09-01,Latvia,Sweden,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Riga,Latvia,No,Sweden,Latvia,3.0
241,1996-09-01,Moldova,England,Europe,Europe,0.0,3.0,FIFA World Cup qualification,Chișinău,Moldova,No,England,Moldova,3.0
242,1996-09-01,Russia,Cyprus,Europe,Europe,4.0,0.0,FIFA World Cup qualification,Moscow,Russia,No,Russia,Cyprus,4.0
243,1996-09-01,Slovenia,Denmark,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Ljubljana,Slovenia,No,Denmark,Slovenia,2.0
244,1996-09-01,Trinidad and Tobago,Costa Rica,South America,North America,0.0,1.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,No,Costa Rica,Trinidad and Tobago,1.0
245,1996-09-04,Faroe Islands,Spain,Europe,Europe,2.0,6.0,FIFA World Cup qualification,Toftir,Faroe Islands,No,Spain,Faroe Islands,8.0
246,1996-09-08,El Salvador,Cuba,North America,North America,5.0,0.0,FIFA World Cup qualification,San Salvador,El Salvador,No,El Salvador,Cuba,5.0
247,1996-09-15,Jamaica,Honduras,North America,North America,3.0,0.0,FIFA World Cup qualification,Kingston,Jamaica,No,Jamaica,Honduras,3.0
248,1996-09-18,Czech Republic,Malta,Europe,Europe,6.0,0.0,FIFA World Cup qualification,Teplice,Czech Republic,No,Czech Republic,Malta,6.0
249,1996-09-18,Solomon Islands,Vanuatu,Oceania,Oceania,1.0,1.0,FIFA World Cup qualification,Lae,Papua New Guinea,No,Draw,Draw,2.0
250,1996-09-20,Qatar,Sri Lanka,Asia,Asia,3.0,0.0,FIFA World Cup qualification,Doha,Qatar,No,Qatar,Sri Lanka,3.0
251,1996-09-21,Honduras,Mexico,North America,North America,2.0,1.0,FIFA World Cup qualification,San Pedro Sula,Honduras,No,Honduras,Mexico,3.0
252,1996-09-21,India,Philippines,Asia,Asia,2.0,0.0,FIFA World Cup qualification,Doha,Qatar,No,India,Philippines,2.0
253,1996-09-22,Panama,Cuba,North America,North America,1.0,3.0,FIFA World Cup qualification,Panama City,Panama,No,Cuba,Panama,4.0
254,1996-09-22,Slovakia,Malta,Europe,Europe,6.0,0.0,FIFA World Cup qualification,Bratislava,Slovakia,No,Slovakia,Malta,6.0
255,1996-09-23,Qatar,Philippines,Asia,Asia,5.0,0.0,FIFA World Cup qualification,Doha,Qatar,No,Qatar,Philippines,5.0
256,1996-09-24,Sri Lanka,India,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Doha,Qatar,No,Draw,Draw,2.0
257,1996-09-26,Philippines,Sri Lanka,Asia,Asia,0.0,3.0,FIFA World Cup qualification,Doha,Qatar,No,Sri Lanka,Philippines,3.0
258,1996-09-27,Qatar,India,Asia,Asia,6.0,0.0,FIFA World Cup qualification,Doha,Qatar,No,Qatar,India,6.0
259,1996-10-05,Estonia,Belarus,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Tallinn,Estonia,No,Estonia,Belarus,1.0
260,1996-10-05,Latvia,Scotland,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Riga,Latvia,No,Scotland,Latvia,2.0
261,1996-10-05,Lithuania,Iceland,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Vilnius,Lithuania,No,Lithuania,Iceland,2.0
262,1996-10-05,Moldova,Italy,Europe,Europe,1.0,3.0,FIFA World Cup qualification,Chișinău,Moldova,No,Italy,Moldova,4.0
263,1996-10-05,Northern Ireland,Armenia,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Belfast,Northern Ireland,No,Draw,Draw,2.0
264,1996-10-05,Ukraine,Portugal,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Kyiv,Ukraine,No,Ukraine,Portugal,3.0
265,1996-10-05,Wales,Netherlands,Europe,Europe,1.0,3.0,FIFA World Cup qualification,Cardiff,Wales,No,Netherlands,Wales,4.0
266,1996-10-06,Finland,Switzerland,Europe,Europe,2.0,3.0,FIFA World Cup qualification,Helsinki,Finland,No,Switzerland,Finland,5.0
267,1996-10-06,Panama,El Salvador,North America,North America,1.0,1.0,FIFA World Cup qualification,Panama City,Panama,No,Draw,Draw,2.0
268,1996-10-06,Trinidad and Tobago,Guatemala,South America,North America,1.0,1.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,No,Draw,Draw,2.0
269,1996-10-08,Bosnia and Herzegovina,Croatia,Europe,Europe,1.0,4.0,FIFA World Cup qualification,Bologna,Italy,No,Croatia,Bosnia and Herzegovina,5.0
270,1996-10-08,Luxembourg,Bulgaria,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Luxembourg,Luxembourg,No,Bulgaria,Luxembourg,3.0
271,1996-10-08,Uruguay,Bolivia,South America,South America,1.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,No,Uruguay,Bolivia,1.0
272,1996-10-09,Albania,Portugal,Europe,Europe,0.0,3.0,FIFA World Cup qualification,Tirana,Albania,No,Portugal,Albania,3.0
273,1996-10-09,Armenia,Germany,Europe,Europe,1.0,5.0,FIFA World Cup qualification,Yerevan,Armenia,No,Germany,Armenia,6.0
274,1996-10-09,Belarus,Latvia,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Minsk,Belarus,No,Draw,Draw,2.0
275,1996-10-09,Czech Republic,Spain,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Prague,Czech Republic,No,Draw,Draw,0.0
276,1996-10-09,Denmark,Greece,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,No,Denmark,Greece,3.0
277,1996-10-09,Ecuador,Colombia,South America,South America,0.0,1.0,FIFA World Cup qualification,Quito,Ecuador,No,Colombia,Ecuador,1.0
278,1996-10-09,England,Poland,Europe,Europe,2.0,1.0,FIFA World Cup qualification,London,England,No,England,Poland,3.0
279,1996-10-09,Iceland,Romania,Europe,Europe,0.0,4.0,FIFA World Cup qualification,Reykjavík,Iceland,No,Romania,Iceland,4.0
280,1996-10-09,Republic of Ireland,North Macedonia,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Dublin,Republic of Ireland,No,Republic of Ireland,North Macedonia,3.0
281,1996-10-09,Israel,Russia,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Ramat-Gan,Israel,No,Draw,Draw,2.0
282,1996-10-09,Italy,Georgia,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Perugia,Italy,No,Italy,Georgia,1.0
283,1996-10-09,Lithuania,Liechtenstein,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Vilnius,Lithuania,No,Lithuania,Liechtenstein,3.0
284,1996-10-09,Norway,Hungary,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Oslo,Norway,No,Norway,Hungary,3.0
285,1996-10-09,Paraguay,Chile,South America,South America,2.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,No,Paraguay,Chile,3.0
286,1996-10-09,San Marino,Belgium,Europe,Europe,0.0,3.0,FIFA World Cup qualification,Serravalle,San Marino,No,Belgium,San Marino,3.0
287,1996-10-09,Sweden,Austria,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Solna,Sweden,No,Austria,Sweden,1.0
288,1996-10-09,Venezuela,Argentina,South America,South America,2.0,5.0,FIFA World Cup qualification,San Cristóbal,Venezuela,No,Argentina,Venezuela,7.0
289,1996-10-10,Canada,Cuba,North America,North America,2.0,0.0,FIFA World Cup qualification,Edmonton,Canada,No,Canada,Cuba,2.0
290,1996-10-13,Canada,Cuba,North America,North America,2.0,0.0,FIFA World Cup qualification,Edmonton,Canada,No,Canada,Cuba,2.0
291,1996-10-16,Mexico,Jamaica,North America,North America,2.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,No,Mexico,Jamaica,3.0
292,1996-10-23,Slovakia,Faroe Islands,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Bratislava,Slovakia,No,Slovakia,Faroe Islands,3.0
293,1996-10-26,Honduras,Jamaica,North America,North America,0.0,0.0,FIFA World Cup qualification,San Pedro Sula,Honduras,No,Draw,Draw,0.0
294,1996-10-27,Panama,Canada,North America,North America,0.0,0.0,FIFA World Cup qualification,Panama City,Panama,No,Draw,Draw,0.0
295,1996-11-03,Canada,El Salvador,North America,North America,1.0,0.0,FIFA World Cup qualification,Burnaby,Canada,No,Canada,El Salvador,1.0
296,1996-11-03,USA,Guatemala,North America,North America,2.0,0.0,FIFA World Cup qualification,Washington,USA,No,USA,Guatemala,2.0
297,1996-11-06,Mexico,Honduras,North America,North America,3.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,No,Mexico,Honduras,4.0
298,1996-11-08,Egypt,Namibia,Africa,Africa,7.0,1.0,FIFA World Cup qualification,Cairo,Egypt,No,Egypt,Namibia,8.0
299,1996-11-09,Albania,Armenia,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Tirana,Albania,No,Draw,Draw,2.0
300,1996-11-09,Austria,Latvia,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Vienna,Austria,No,Austria,Latvia,3.0
301,1996-11-09,Georgia,England,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Tbilisi,Georgia,No,England,Georgia,2.0
302,1996-11-09,Germany,Northern Ireland,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Nuremberg,Germany,No,Draw,Draw,2.0
303,1996-11-09,Liechtenstein,North Macedonia,Europe,Europe,1.0,11.0,FIFA World Cup qualification,Eschen,Liechtenstein,No,North Macedonia,Liechtenstein,12.0
304,1996-11-09,Morocco,Sierra Leone,Africa,Africa,4.0,0.0,FIFA World Cup qualification,Rabat,Morocco,No,Morocco,Sierra Leone,4.0
305,1996-11-09,Netherlands,Wales,Europe,Europe,7.0,1.0,FIFA World Cup qualification,Eindhoven,Netherlands,No,Netherlands,Wales,8.0
306,1996-11-09,Nigeria,Burkina Faso,Africa,Africa,2.0,0.0,FIFA World Cup qualification,Lagos,Nigeria,No,Nigeria,Burkina Faso,2.0
307,1996-11-09,Portugal,Ukraine,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Porto,Portugal,No,Portugal,Ukraine,1.0
308,1996-11-10,Angola,Zimbabwe,Africa,Africa,2.0,1.0,FIFA World Cup qualification,Luanda,Angola,No,Angola,Zimbabwe,3.0
309,1996-11-10,Azerbaijan,Hungary,Europe,Europe,0.0,3.0,FIFA World Cup qualification,Baku,Azerbaijan,No,Hungary,Azerbaijan,3.0
310,1996-11-10,Bolivia,Colombia,South America,South America,2.0,2.0,FIFA World Cup qualification,La Paz,Bolivia,No,Draw,Draw,4.0
311,1996-11-10,Congo,Zambia,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Pointe-Noire,Congo,No,Congo,Zambia,1.0
312,1996-11-10,Croatia,Greece,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Zagreb,Croatia,No,Draw,Draw,2.0
313,1996-11-10,Cyprus,Israel,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Limassol,Cyprus,No,Cyprus,Israel,2.0
314,1996-11-10,El Salvador,Panama,North America,North America,3.0,2.0,FIFA World Cup qualification,San Salvador,El Salvador,No,El Salvador,Panama,5.0
315,1996-11-10,Gabon,Ghana,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Libreville,Gabon,No,Draw,Draw,2.0
316,1996-11-10,Guinea,Kenya,Africa,Africa,3.0,1.0,FIFA World Cup qualification,Conakry,Guinea,No,Guinea,Kenya,4.0
317,1996-11-10,Republic of Ireland,Iceland,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Dublin,Republic of Ireland,No,Draw,Draw,0.0
318,1996-11-10,Liberia,Tunisia,Africa,Africa,0.0,1.0,FIFA World Cup qualification,Accra,Ghana,No,Tunisia,Liberia,1.0
319,1996-11-10,Luxembourg,Russia,Europe,Europe,0.0,4.0,FIFA World Cup qualification,Luxembourg,Luxembourg,No,Russia,Luxembourg,4.0
320,1996-11-10,Paraguay,Ecuador,South America,South America,1.0,0.0,FIFA World Cup qualification,Asunción,Paraguay,No,Paraguay,Ecuador,1.0
321,1996-11-10,Peru,Venezuela,South America,South America,4.0,1.0,FIFA World Cup qualification,Lima,Peru,No,Peru,Venezuela,5.0
322,1996-11-10,Poland,Moldova,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Katowice,Poland,No,Poland,Moldova,3.0
323,1996-11-10,Scotland,Sweden,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Glasgow,Scotland,No,Scotland,Sweden,1.0
324,1996-11-10,Slovenia,Bosnia and Herzegovina,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Ljubljana,Slovenia,No,Bosnia and Herzegovina,Slovenia,3.0
325,1996-11-10,Switzerland,Norway,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Berne,Switzerland,No,Norway,Switzerland,1.0
326,1996-11-10,Togo,Cameroon,Africa,Africa,2.0,4.0,FIFA World Cup qualification,Lomé,Togo,No,Cameroon,Togo,6.0
327,1996-11-10,Turkey,San Marino,Europe,Europe,7.0,0.0,FIFA World Cup qualification,Istanbul,Turkey,No,Turkey,San Marino,7.0
328,1996-11-10,USA,Trinidad and Tobago,North America,South America,2.0,0.0,FIFA World Cup qualification,Richmond,USA,No,USA,Trinidad and Tobago,2.0
329,1996-11-12,Chile,Uruguay,South America,South America,1.0,0.0,FIFA World Cup qualification,Santiago,Chile,No,Chile,Uruguay,1.0
330,1996-11-13,Spain,Slovakia,Europe,Europe,4.0,1.0,FIFA World Cup qualification,Santa Cruz de Tenerife,Spain,No,Spain,Slovakia,5.0
331,1996-11-17,Costa Rica,Guatemala,North America,North America,3.0,0.0,FIFA World Cup qualification,San José,Costa Rica,No,Costa Rica,Guatemala,3.0
332,1996-11-17,Jamaica,Mexico,North America,North America,1.0,0.0,FIFA World Cup qualification,Kingston,Jamaica,No,Jamaica,Mexico,1.0
333,1996-11-24,Guatemala,Costa Rica,North America,North America,1.0,0.0,FIFA World Cup qualification,Los Angeles,USA,No,Guatemala,Costa Rica,1.0
334,1996-11-24,Trinidad and Tobago,USA,South America,North America,0.0,1.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,No,USA,Trinidad and Tobago,1.0
335,1996-12-01,Costa Rica,USA,North America,North America,2.0,1.0,FIFA World Cup qualification,San José,Costa Rica,No,Costa Rica,USA,3.0
336,1996-12-01,El Salvador,Cuba,North America,North America,3.0,0.0,FIFA World Cup qualification,San Salvador,El Salvador,No,El Salvador,Cuba,3.0
337,1996-12-08,Guatemala,Trinidad and Tobago,North America,South America,2.0,1.0,FIFA World Cup qualification,Los Angeles,USA,No,Guatemala,Trinidad and Tobago,3.0
338,1996-12-14,Belgium,Netherlands,Europe,Europe,0.0,3.0,FIFA World Cup qualification,Brussels,Belgium,No,Netherlands,Belgium,3.0
339,1996-12-14,Cyprus,Bulgaria,Europe,Europe,1.0,3.0,FIFA World Cup qualification,Limassol,Cyprus,No,Bulgaria,Cyprus,4.0
340,1996-12-14,North Macedonia,Romania,Europe,Europe,0.0,3.0,FIFA World Cup qualification,Skopje,North Macedonia,No,Romania,North Macedonia,3.0
341,1996-12-14,Northern Ireland,Albania,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,No,Northern Ireland,Albania,2.0
342,1996-12-14,Portugal,Germany,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,No,Draw,Draw,0.0
343,1996-12-14,USA,Costa Rica,North America,North America,2.0,1.0,FIFA World Cup qualification,Palo Alto,USA,No,USA,Costa Rica,3.0
344,1996-12-14,Wales,Turkey,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Cardiff,Wales,No,Draw,Draw,0.0
345,1996-12-15,Argentina,Chile,South America,South America,1.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,No,Draw,Draw,2.0
346,1996-12-15,Bolivia,Paraguay,South America,South America,0.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,No,Draw,Draw,0.0
347,1996-12-15,El Salvador,Canada,North America,North America,0.0,2.0,FIFA World Cup qualification,San Salvador,El Salvador,No,Canada,El Salvador,2.0
348,1996-12-15,Israel,Luxembourg,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Ramat-Gan,Israel,No,Israel,Luxembourg,1.0
349,1996-12-15,Panama,Cuba,North America,North America,3.0,1.0,FIFA World Cup qualification,Panama City,Panama,No,Panama,Cuba,4.0
350,1996-12-15,Uruguay,Peru,South America,South America,2.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,No,Uruguay,Peru,2.0
351,1996-12-15,Venezuela,Colombia,South America,South America,0.0,2.0,FIFA World Cup qualification,San Cristóbal,Venezuela,No,Colombia,Venezuela,2.0
352,1996-12-18,Malta,Spain,Europe,Europe,0.0,3.0,FIFA World Cup qualification,Attard,Malta,No,Spain,Malta,3.0
